Id,reference
383,52.833356
384,71.412481
385,50.654247
386,70.861343
387,30.016013
388,22.233601
389,24.271522
390,30.770039
391,52.968447
392,50.668563
393,72.731869
394,24.868430
395,33.969991
396,55.022451
397,21.196476
398,48.944682
399,37.744453
400,41.260483
401,85.646775
402,31.446698
403,10.924436
404,48.328257
405,32.639317
406,46.383208
407,51.807801
408,41.568424
409,42.585238
410,42.443980
411,34.334726
412,30.812792
413,48.034860
414,76.763960
415,67.435416
416,9.711669
417,53.855415
418,70.585197
419,48.779411
420,81.059091
421,76.379696
422,40.324391
423,84.107218
424,75.144044
425,25.706893
426,12.288797
427,48.294913
428,48.700385
429,58.398778
430,16.345389
431,21.569539
432,61.122145
433,40.303447
434,55.797707
435,80.165712
436,24.666965
437,72.789281
438,52.357549
439,38.884905
440,59.567053
441,38.556142
442,15.744002
443,48.456140
444,20.794793
445,39.468791
446,37.494106
447,56.184983
448,48.967717
449,61.388820
450,71.644859
451,7.717349
452,51.382307
453,48.547042
454,34.429467
455,33.834184
456,26.278774
457,9.446111
458,42.173534
459,88.185012
460,73.546943
461,1.555139
462,38.420024
463,32.019480
464,84.513065
465,50.162695
466,40.405815
467,42.293471
468,54.380148
469,58.818662
470,32.038269
471,78.770029
472,11.070460
473,37.076163
474,26.749076
475,19.914407
476,43.104769
477,52.233861
478,38.334410
479,66.704688
480,39.212102
481,53.069889
482,48.422896
483,58.453568
484,28.546606
485,66.058069
486,13.490172
487,60.400680
488,44.145984
489,39.996349
490,56.194137
491,56.036624
492,82.072272
493,88.810507
494,63.962783
495,56.343397
496,47.100243
497,41.103728
498,21.856016
499,77.830402
500,64.155579
501,32.284848
502,80.457427
503,79.174202
504,70.767694
505,90.129637
506,70.518906
507,31.737206
508,37.562417
509,23.997095
510,53.721871
511,18.219453
512,44.664287
513,30.049337
514,26.068598
515,41.637884
516,32.671548
517,77.892222
518,43.982048
519,27.154759
520,90.288465
521,47.246363
522,69.200109
523,79.465425
524,15.607525
525,66.300921
526,41.602912
527,48.344762
528,75.080291
529,46.544140
530,32.489816
531,76.395166
532,40.071970
533,53.445287
534,27.479058
535,67.165689
536,53.154103
537,42.551630
538,48.341473
539,70.661274
540,45.682833
541,62.266806
542,75.475706
543,45.296856
544,69.534805
545,50.461632
546,47.307911
547,51.623454
548,60.041893
549,32.354482
550,24.461244
551,78.648719
552,27.023094
553,35.650322
554,41.320082
555,10.219937
556,82.286722
557,84.623827
558,71.597637
559,56.254142
560,43.611022
561,35.171474
562,61.621976
563,55.777781
564,54.254177
565,45.069413
566,55.652708
567,31.071564
568,74.305171
569,13.899753
570,30.516014
571,83.255359
572,42.234563
573,67.780693
574,13.656783
575,78.946405
576,6.383405
577,57.379795
578,64.852636
579,44.197484
580,44.051886
581,49.586161
582,46.983272
583,47.683417
584,36.347963
585,66.253841
586,47.111339
587,41.076098
588,81.153440
589,62.473170
590,71.689877
591,35.225648
592,56.841689
593,40.292113
594,55.082515
595,45.838988
596,35.685972
597,50.905813
598,81.294731
599,47.379920
600,79.971677
601,50.819802
602,59.624315
603,50.426407
604,49.444400
605,12.137936
606,70.422759
607,39.978238
608,23.401473
609,41.577195
610,57.238695
611,50.418109
612,70.293707
613,13.422299
614,59.069780
615,31.210233
616,17.199816
617,46.772361
618,52.109949
619,16.890985
620,49.404999
621,49.179034
622,36.399897
623,58.568584
624,55.682861
625,45.095449
626,37.110141
627,45.255127
628,43.692109
629,32.770204
630,56.007129
631,69.257367
632,57.696382
633,57.117395
634,64.856876
635,69.164880
636,52.622747
637,41.710152
638,11.708863
639,41.096402
640,20.618524
641,35.973339
642,30.568575
643,41.077045
644,54.657427
645,81.728995
646,32.927149
647,53.040270
648,45.271411
649,61.774077
650,37.296415
651,71.721989
652,53.695611
653,53.932562
654,44.706533
655,34.472492
656,76.319994
657,72.808825
658,41.677102
659,58.081001
660,57.614850
661,39.316363
662,41.557892
663,82.361821
664,74.892513
665,82.182224
666,32.658138
667,10.968169
668,53.050369
669,35.304885
670,12.418545
671,77.328768
672,32.987958
673,33.716049
674,55.354652
675,69.879769
676,34.004430
677,82.287765
678,14.391479
679,19.033712
680,40.767689
681,73.292492
682,7.407824
683,5.890739
684,53.728703
685,54.026739
686,55.075907
687,51.183453
688,29.016341
689,62.856346
690,61.245470
691,11.691310
692,52.584767
693,4.514471
694,76.204164
695,56.878636
696,12.763948
697,48.648515
698,21.508336
699,78.473368
700,36.281912
701,30.073409
702,23.176449
703,75.578105
704,56.105912
705,55.271622
706,19.034132
707,68.938954
708,44.350636
709,42.878213
710,49.595316
711,83.702439
712,24.113257
713,20.270439
714,75.074076
715,16.987688
716,37.567984
717,7.894601
718,35.915913
719,87.698632
720,42.897729
721,87.344470
722,58.324779
723,77.072717
724,42.431123
725,69.011036
726,13.574226
727,57.809944
728,68.293922
729,38.384279
730,10.418257
731,13.786622
732,33.650551
733,62.234818
734,11.299668
735,33.999689
736,57.994082
737,42.757854
738,42.921412
739,22.747876
740,33.452826
741,47.413205
742,43.550561
743,51.388686
744,84.722065
745,64.341172
746,74.491685
747,49.431455
748,55.269626
749,92.566875
750,34.792625
751,45.471243
752,51.471824
753,72.957847
754,19.354639
755,73.194989
756,19.766105
757,38.616790
758,50.861259
759,33.314754
760,44.016823
761,60.774420
762,86.584222
763,26.470532
764,53.795759
765,41.713405
766,84.556063
767,78.516765
768,88.331078
769,86.729752
770,39.177135
771,59.139503
772,70.627285
773,48.280892
774,40.282428
775,41.749580
776,56.635739
777,53.449833
778,56.552794
779,26.996468
780,43.494002
781,39.626343
782,48.893311
783,54.018324
784,58.785073
785,4.329319
786,38.205262
787,40.769380
788,84.552063
789,47.951912
790,71.704235
791,79.850852
792,70.914144
793,45.618186
794,46.325347
795,46.278706
796,7.168957
797,46.133354
798,33.596128
799,65.347503
800,60.892227
801,50.176547
802,80.353115
803,48.071752
804,49.310131
805,71.065861
806,55.125652
807,61.873090
808,42.352450
809,6.994159
810,40.379995
811,24.146015
812,48.352481
813,21.822313
814,45.923230
815,46.624950
816,36.142069
817,39.110395
818,26.750116
819,42.515181
820,33.733736
821,15.707300
822,19.743972
823,59.053881
824,4.653663
825,55.952522
826,55.680348
827,42.139068
828,47.907408
829,30.004772
830,32.596085
831,39.518027
832,47.854898
833,63.351730
834,4.142287
835,54.280125
836,72.064163
837,54.449833
838,14.377429
839,53.764126
840,60.901363
841,75.308763
842,44.884690
843,35.081613
844,24.790957
845,25.105934
846,11.946400
847,33.058230
848,29.148866
849,91.743494
850,82.803495
851,2.894510
852,35.522667
853,39.023468
854,22.844508
855,30.100447
856,59.896095
857,32.626894
858,74.983782
859,19.562720
860,49.404683
861,16.842183
862,44.120720
863,54.711388
864,34.229632
865,28.134618
866,38.642679
867,76.963309
868,61.083086
869,48.807129
870,8.030062
871,27.230225
872,45.801043
873,28.720089
874,47.577100
875,25.115607
876,13.020919
877,75.724465
878,74.690250
879,5.027926
880,71.248777
881,73.444596
882,85.546567
883,58.634404
884,49.679070
885,9.228331
886,48.188987
887,39.482209
888,45.869378
889,49.955613
890,67.325764
891,35.601953
892,39.969979
893,17.498354
894,38.688323
895,55.879274
896,25.153559
897,17.167462
898,43.048502
899,81.048688
900,55.101074
901,29.345171
902,35.641006
903,45.080640
904,81.699410
905,59.737274
906,51.840657
907,61.374217
908,46.336418
909,53.272644
910,26.155291
911,49.610980
912,28.734980
913,33.055279
914,58.759410
915,52.061802
916,55.909516
917,24.794163
918,27.418919
919,26.757584
920,82.746233
921,41.214105
922,31.865727
923,38.181848
924,37.155519
925,37.391366
926,19.993440
927,85.418368
928,49.630136
929,65.402199
930,29.665790
931,60.420906
932,19.628755
933,9.126612
934,20.020848
935,34.168456
936,83.532280
937,52.896216
938,52.894898
939,51.905226
940,46.658471
941,75.903532
942,75.513303
943,20.459729
944,78.389066
945,57.056974
946,60.844924
947,34.611294
948,50.176506
949,38.153118
950,21.905274
951,60.196297
952,57.780697
953,87.827712
954,17.114684
955,68.826774
956,46.633717
957,80.479605
958,84.376194
959,63.575701
960,57.339314
961,52.284270
962,39.360339
963,16.225159
964,28.617880
965,27.584613
966,67.791321
967,23.463081
968,34.286745
969,7.669950
970,85.799261
971,22.639975
972,79.293221
973,70.346651
974,78.895249
975,26.574942
976,22.127630
977,71.325353
978,43.495145
979,24.543495
980,27.456360
981,48.750124
982,51.112253
983,37.619147
984,44.233009
985,16.532358
986,10.731140
987,82.723879
988,54.510328
989,61.793804
990,40.143110
991,32.366258
992,40.230739
993,33.568820
994,35.710635
995,23.144895
996,50.015853
997,48.256771
998,37.905339
999,50.794625
1000,83.311958
1001,58.326778
1002,63.051799
1003,12.360809
1004,24.804992
1005,87.614673
1006,13.196844
1007,44.058082
1008,21.991198
1009,13.952355
1010,55.847795
1011,53.887973
1012,68.270467
1013,73.573793
1014,87.317944
1015,51.501600
1016,40.093791
1017,77.128529
1018,75.177985
1019,60.685584
1020,49.950726
1021,14.193093
1022,40.922705
1023,29.377111
1024,42.047508
1025,84.768813
1026,47.630339
1027,36.946367
1028,44.102807
1029,24.358332
1030,60.906732
1031,13.107321
1032,77.567524
1033,71.617052
1034,53.942548
1035,25.312906
1036,22.668739
1037,46.992165
1038,72.554710
1039,70.631357
1040,53.324291
1041,55.100223
1042,53.670356
1043,92.808393
1044,81.528495
1045,49.494571
1046,15.667610
1047,80.185048
1048,24.563552
1049,46.122477
1050,39.219361
1051,32.999497
1052,35.736573
1053,86.228686
1054,55.726604
1055,9.787013
1056,71.478175
1057,29.768737
1058,4.701713
1059,53.048035
1060,32.590993
1061,14.925672
1062,6.419025
1063,71.745481
1064,14.479652
1065,32.537866
1066,27.487865
1067,56.656851
1068,40.084265
1069,71.042410
1070,26.668841
1071,86.382437
1072,61.926282
1073,24.885811
1074,41.007441
1075,29.147688
1076,23.817490
1077,29.384450
1078,17.220470
1079,11.675176
1080,32.450938
1081,20.031211
1082,47.902689
1083,56.096537
1084,33.156990
1085,43.618696
1086,57.497977
1087,63.437680
1088,50.146017
1089,31.667978
1090,40.387624
1091,50.625669
1092,13.198609
1093,35.914113
1094,25.316743
1095,40.911770
1096,74.702509
1097,48.936850
1098,31.238748
1099,50.282722
1100,16.869060
1101,57.203571
1102,30.490486
1103,76.889274
1104,75.488166
1105,42.157253
1106,44.939891
1107,32.662232
1108,25.051852
1109,45.316655
1110,19.603824
1111,46.115763
1112,81.641739
1113,37.473206
1114,44.327337
1115,16.240236
1116,0.839046
1117,51.773742
1118,33.498096
1119,38.258622
1120,55.772701
1121,27.754949
1122,24.220022
1123,41.152430
1124,85.439141
1125,58.963690
1126,68.268007
1127,37.453438
1128,83.229703
1129,36.525097
1130,48.390132
1131,18.216889
1132,69.697769
1133,27.102232
1134,49.260266
1135,55.992460
1136,39.097934
1137,31.658426
1138,79.237709
1139,41.880161
1140,67.306724
1141,58.746061
1142,9.630111
1143,42.502802
1144,41.463916
1145,47.840437
1146,81.112099
1147,59.776063
1148,82.509042
1149,47.942424
1150,75.802651
1151,47.409329
1152,50.654111
1153,34.280197
1154,42.821491
1155,53.754877
1156,6.542810
1157,30.747262
1158,54.763395
1159,35.391535
1160,6.404552
1161,37.284947
1162,32.581466
1163,72.732481
1164,54.040245
1165,51.497757
1166,89.693332
1167,55.914461
1168,50.781772
1169,42.127347
1170,86.512986
1171,78.065871
1172,43.076074
1173,23.428204
1174,31.560582
1175,77.031858
1176,78.999678
1177,16.460322
1178,48.243498
1179,45.811832
1180,36.117002
1181,40.813140
1182,58.018268
1183,75.037512
1184,67.669397
1185,55.666517
1186,71.257385
1187,71.436418
1188,7.860030
1189,59.364970
1190,81.359665
1191,33.299227
1192,39.819630
1193,39.079042
1194,32.043169
1195,9.041490
1196,55.905081
1197,25.208233
1198,54.098509
1199,40.845570
1200,33.447107
1201,40.668213
1202,14.161305
1203,15.913013
1204,70.280328
1205,48.075545
1206,31.085313
1207,52.426182
1208,39.741533
1209,84.645712
1210,74.594459
1211,37.163925
1212,4.038805
1213,52.096075
1214,45.833569
1215,36.186483
1216,23.507124
1217,75.765094
1218,47.031503
1219,61.943851
1220,48.988739
1221,37.550205
1222,10.112521
1223,61.562613
1224,54.079867
1225,54.622546
1226,41.874033
1227,60.454673
1228,10.929389
1229,61.518615
1230,36.673401
1231,51.094843
1232,21.933542
1233,87.254147
1234,36.751794
1235,78.543894
1236,47.811849
1237,59.297487
1238,36.825189
1239,18.473472
1240,30.090744
1241,21.701075
1242,30.639596
1243,55.022192
1244,58.132046
1245,41.172572
1246,43.875619
1247,80.128645
1248,31.927386
1249,56.420242
1250,59.835023
1251,72.571998
1252,53.565852
1253,83.785762
1254,57.024317
1255,38.381569
1256,19.864371
1257,63.670392
1258,56.059966
1259,39.001536
1260,10.057534
1261,45.896039
1262,14.542644
1263,40.539486
1264,15.699214
1265,78.549349
1266,10.099660
1267,5.927893
1268,50.014770
1269,82.666100
1270,56.695371
1271,64.662108
1272,55.420000
1273,46.426055
1274,98.048493
1275,44.919603
1276,85.770310
1277,19.924865
1278,78.646826
1279,30.403739
1280,67.191138
1281,30.405225
1282,56.450136
1283,23.052505
1284,53.661972
1285,55.245457
1286,55.276473
1287,60.163708
1288,52.397794
1289,50.832553
1290,95.289496
1291,58.449404
1292,35.427037
1293,29.734776
1294,38.241699
1295,75.384520
1296,71.188822
1297,35.382000
1298,74.580382
1299,59.653592
1300,67.127164
1301,7.966959
1302,50.937574
1303,43.303931
1304,41.193864
1305,33.332834
1306,67.504856
1307,61.170745
1308,59.463402
1309,33.461968
1310,45.293036
1311,71.024324
1312,80.933328
1313,42.539315
1314,50.614755
1315,51.230113
1316,65.399766
1317,12.351137
1318,5.961700
1319,61.696774
1320,39.027413
1321,78.801375
1322,7.974438
1323,70.302058
1324,76.584308
1325,51.183979
1326,86.540293
1327,35.343775
1328,8.416305
1329,70.783968
1330,81.171142
1331,41.317559
1332,45.138623
1333,35.434074
1334,88.296233
1335,31.535551
1336,33.004731
1337,46.378136
1338,59.971374
1339,60.642558
1340,86.727689
1341,80.738757
1342,76.171941
1343,27.236083
1344,72.511386
1345,77.472534
1346,38.057758
1347,79.211965
1348,33.879383
1349,52.819008
1350,85.902638
1351,31.697497
1352,36.477399
1353,55.708859
1354,43.253072
1355,4.713184
1356,41.010413
1357,26.597041
1358,31.734844
1359,14.875248
1360,32.985132
1361,66.098617
1362,40.271879
1363,42.485074
1364,34.943321
1365,35.644794
1366,25.547122
1367,76.342277
1368,93.215866
1369,48.130654
1370,44.814548
1371,35.224151
1372,23.660974
1373,77.769152
1374,16.493552
1375,45.976248
1376,65.018494
1377,4.627769
1378,37.439354
1379,30.400198
1380,30.295755
1381,36.396200
1382,54.360674
1383,88.435398
1384,89.123747
1385,79.470912
1386,55.541274
1387,86.954019
1388,80.990876
1389,36.835119
1390,46.462281
1391,6.523060
1392,30.146963
1393,46.806465
1394,80.037801
1395,36.810785
1396,17.698958
1397,58.203265
1398,47.992867
1399,3.731266
1400,57.356652
1401,45.867791
1402,43.558470
1403,48.871221
1404,36.965130
1405,21.681532
1406,22.922259
1407,6.776795
1408,30.028077
1409,50.851081
1410,24.676901
1411,41.571568
1412,36.298306
1413,4.924729
1414,2.135439
1415,65.281207
1416,30.846867
1417,33.936603
1418,10.894488
1419,55.103223
1420,63.825055
1421,50.706570
1422,36.093731
1423,50.946016
1424,37.911529
1425,71.000951
1426,44.339239
1427,50.403401
1428,84.800134
1429,24.737183
1430,80.392248
1431,14.476432
1432,36.774266
1433,52.659789
1434,35.777704
1435,58.560718
1436,84.829331
1437,58.465389
1438,34.751333
1439,67.817943
1440,70.612529
1441,36.340419
1442,82.081795
1443,75.080711
1444,33.687962
1445,7.522240
1446,80.429569
1447,49.196611
1448,32.651702
1449,27.149298
1450,63.845912
1451,12.968179
1452,61.557321
1453,25.473413
1454,36.824598
1455,35.324242
1456,12.353151
1457,47.087438
1458,35.036585
1459,20.407605
1460,22.577180
1461,82.182121
1462,60.394555
1463,79.187869
1464,50.068208
1465,33.004151
1466,85.429945
1467,30.165541
1468,45.776036
1469,55.966708
1470,88.557865
1471,56.964590
1472,32.297457
1473,52.702414
1474,43.281286
1475,33.709092
1476,51.794654
1477,29.232153
1478,14.543278
1479,53.987428
1480,79.725816
1481,35.023133
1482,71.421524
1483,54.949200
1484,51.415359
1485,35.937249
1486,31.045597
1487,12.896735
1488,47.898922
1489,71.725496
1490,60.181349
1491,96.450230
1492,69.574686
1493,28.427321
1494,43.398039
1495,50.804456
1496,80.489299
1497,41.498124
1498,39.444900
1499,-1.980387
1500,66.330184
1501,48.916179
1502,28.466336
1503,32.027374
1504,23.404592
1505,37.609169
1506,51.307208
1507,20.568784
1508,49.890015
1509,11.558662
1510,40.712649
1511,29.648169
1512,62.266183
1513,16.943809
1514,63.948532
1515,29.308292
1516,30.869986
1517,25.962548
1518,48.596236
1519,79.306982
1520,47.909320
1521,54.378799
1522,74.059544
1523,51.807705
1524,55.883834
1525,70.596390
1526,60.191279
1527,52.390746
1528,43.768799
1529,44.865854
1530,63.599686
1531,26.175006
1532,17.852861
1533,50.055495
1534,52.659289
1535,46.974081
1536,62.464134
1537,41.741986
1538,2.777440
1539,90.347551
1540,9.895036
1541,61.680242
1542,59.841374
1543,60.398898
1544,10.039575
1545,29.090364
1546,17.424990
1547,49.795155
1548,35.353965
1549,26.570389
1550,39.257676
1551,29.159316
1552,33.763802
1553,67.146420
1554,80.916631
1555,82.245073
1556,43.785084
1557,49.740290
1558,76.436840
1559,42.116959
1560,64.966547
1561,70.689205
1562,60.124060
1563,35.598217
1564,81.521475
1565,84.702886
1566,59.006653
1567,20.930481
1568,36.712742
1569,62.336463
1570,62.994591
1571,62.797425
1572,54.887664
1573,80.636771
1574,46.546740
1575,61.747439
1576,19.718742
1577,81.086605
1578,39.249959
1579,30.622062
1580,54.536229
1581,46.213225
1582,18.319372
1583,50.418852
1584,47.964072
1585,50.033376
1586,54.934218
1587,7.759094
1588,34.084392
1589,28.268453
1590,39.335733
1591,38.627851
1592,17.342975
1593,82.327947
1594,49.251428
1595,19.883925
1596,37.087286
1597,78.665081
1598,51.159145
1599,45.466064
1600,22.357444
1601,42.482972
1602,54.969368
1603,54.659908
1604,74.439177
1605,64.195482
1606,39.716479
1607,49.988249
1608,47.259160
1609,14.878302
1610,40.910849
1611,50.919275
1612,35.779770
1613,34.600895
1614,34.313612
1615,58.314296
1616,33.699028
1617,24.378512
1618,32.713851
1619,26.588821
1620,78.013200
1621,15.919276
1622,51.828333
1623,54.759441
1624,12.522676
1625,53.010545
1626,17.717912
1627,50.704141
1628,47.556141
1629,31.096864
1630,40.296691
1631,61.101978
1632,19.838374
1633,13.615228
1634,59.864688
1635,37.269424
1636,27.118722
1637,60.829942
1638,64.152248
1639,15.298867
1640,51.595215
1641,53.527258
1642,59.063514
1643,57.474533
1644,58.480424
1645,40.453220
1646,81.166384
1647,50.268302
1648,35.797439
1649,38.396185
1650,55.676303
1651,85.913893
1652,86.407867
1653,75.612286
1654,25.410738
1655,19.364309
1656,67.155863
1657,37.817734
1658,33.287098
1659,32.101041
1660,42.440883
1661,7.658027
1662,32.763856
1663,31.510118
1664,32.757529
1665,32.331817
1666,33.037917
1667,55.962295
1668,29.050688
1669,50.744025
1670,86.773164
1671,18.190932
1672,67.367267
1673,78.518329
1674,50.065331
1675,55.916844
1676,17.918516
1677,69.444839
1678,12.299623
1679,71.216013
1680,6.984279
1681,25.293054
1682,76.546999
1683,44.595961
1684,26.859895
1685,36.530562
1686,53.667015
1687,8.447281
1688,53.391305
1689,13.168101
1690,58.259285
1691,38.634251
1692,74.532839
1693,27.218729
1694,71.937899
1695,27.508572
1696,71.463288
1697,20.491134
1698,58.425104
1699,34.236842
1700,49.947161
1701,33.115636
1702,42.389875
1703,64.169835
1704,60.694894
1705,51.654238
1706,76.602354
1707,51.838197
1708,16.342368
1709,84.196727
1710,57.649794
1711,76.574284
1712,82.869981
1713,85.351060
1714,81.074847
1715,48.702312
1716,35.336102
1717,36.269707
1718,28.505880
1719,35.791670
1720,26.321687
1721,80.502982
1722,24.384597
1723,62.951015
1724,11.295666
1725,84.807612
1726,37.416723
1727,30.306392
1728,30.877040
1729,33.566301
1730,8.505372
1731,59.506553
1732,79.652100
1733,29.112010
1734,44.162478
1735,33.065110
1736,34.838905
1737,44.026572
1738,72.883682
1739,61.670368
1740,79.994807
1741,41.128439
1742,42.758824
1743,30.826116
1744,17.136274
1745,21.990755
1746,33.394783
1747,56.108520
1748,87.750478
1749,58.894933
1750,30.850035
1751,44.546711
1752,24.733475
1753,40.753540
1754,6.272927
1755,11.111874
1756,29.391964
1757,42.947582
1758,12.860787
1759,47.786906
1760,36.132762
1761,47.937043
1762,67.864108
1763,48.424263
1764,52.809647
1765,68.450789
1766,84.754510
1767,39.718644
1768,24.260419
1769,4.958928
1770,85.608458
1771,18.150695
1772,16.708181
1773,54.825873
1774,50.384932
1775,49.382983
1776,56.033259
1777,50.274238
1778,54.881266
1779,59.307001
1780,56.027999
1781,47.640251
1782,3.209052
1783,51.790317
1784,69.028455
1785,61.569177
1786,27.734577
1787,42.247620
1788,65.070887
1789,45.592068
1790,28.617787
1791,16.093681
1792,19.154694
1793,38.953567
1794,21.942300
1795,57.610022
1796,69.206639
1797,37.954157
1798,47.152199
1799,14.326648
1800,50.947139
1801,47.285807
1802,63.554367
1803,64.899311
1804,35.453055
1805,41.850991
1806,63.209866
1807,75.004837
1808,42.828205
1809,44.679589
1810,29.208057
1811,33.969708
1812,36.948972
1813,60.459797
1814,25.692409
1815,70.225595
1816,69.964666
1817,40.657749
1818,10.461186
1819,26.302801
1820,55.805566
1821,29.948410
1822,44.968279
1823,85.307552
1824,21.552911
1825,54.386400
1826,32.037451
1827,34.740010
1828,75.002660
1829,70.139370
1830,8.608902
1831,53.377011
1832,31.567085
1833,30.907294
1834,60.060337
1835,60.050107
1836,8.113235
1837,14.356484
1838,65.018299
1839,61.631573
1840,68.742485
1841,74.689657
1842,67.414300
1843,29.421952
1844,30.095783
1845,27.624818
1846,51.801524
1847,73.315593
1848,49.172980
1849,23.796242
1850,83.925405
1851,81.458643
1852,49.955364
1853,25.989834
1854,60.376685
1855,60.776784
1856,51.360862
1857,49.874060
1858,36.502502
1859,32.480495
1860,50.507774
1861,57.017140
1862,27.849765
1863,70.757626
1864,47.079240
1865,29.956389
1866,47.940983
1867,63.729068
1868,45.042885
1869,56.725989
1870,49.319921
1871,37.655517
1872,41.739505
